gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NIPAL1,15.505456,-0.10283321695903835,0.26597065046835405,-1.3784168042051383,0.1680746380789353,0.5171450868862806
NIPAL2,8.797681,0.006793311214738067,0.26426561498414863,0.13467780879071556,0.8928666193363755,0.9676411930798519
NIPAL3,57.63855,0.06082343201709797,0.2364915444919711,0.7888033656091844,0.4302269421169318,0.7544247999483198
NIPBL,265.49374,-0.24168508164521466,0.07558301176468946,-3.4899781917731474,0.0004830599657937321,0.016868194644461664
NIPSNAP1,40.797127,-0.14426950408889636,0.4549640514745525,1.4653954262983488,0.1428130645693538,0.4809426375109047
NIPSNAP2,70.863396,0.07120730521119582,0.19875602341376325,0.7845660006167267,0.43270807082016105,0.7557739254116402
NIPSNAP3A,18.941946,0.039892467414496126,0.23826572102774238,0.5467692490579137,0.5845372720081956,0.8403833728263724
NISCH,42.326847,-0.293813514070904,0.19234193921892034,-2.283748820912297,0.022386297039778447,0.18816785702417974
NIT1,23.731485,0.015409604085389808,0.2261962633073179,0.21059763949611565,0.8332012544141153,0.9468904512576914
NIT2,54.393867,0.0582917266001455,0.1889180197245844,0.6412533799548498,0.5213580732823662,0.8099809063267098
NKAIN3,10.273431,-0.05155075553357302,0.25261508090105755,-0.8387210941606866,0.4016258383021455,0.7339863845051152
NKAP,258.30225,-0.11005544500711853,0.1364725937129939,-1.1602531648931549,0.24594574697974836,0.6074306143461561
NKAPD1,114.173355,0.02412881768998985,0.1571979811789359,0.2663988422151731,0.7899320568001849,0.9292257135569757
NKAPP1,17.279541,0.06669892468561237,0.25698476402256787,0.9353902942261964,0.34958719696315077,0.6980540998996119
NKG7,2071.965,-0.21160929810509235,0.28490661662212696,-1.8055964606780184,0.07098139592993015,0.34164311102999684
NKIRAS1,9.714294,0.010442453609543066,0.2509011648785463,0.1688412278645979,0.8659215286856858,0.959643033007117
NKIRAS2,29.428087,0.03300478484647211,0.22503905188745008,0.43898173832836357,0.6606747685719141,0.8778954960326558
NKRF,22.094107,-0.06958771821005476,0.2356116800073203,-0.9232215458656473,0.35589176284919366,0.7015667451195279
NKTR,493.42477,-0.10809919986959449,0.12750456793197845,-1.157743973293432,0.2469685332342656,0.6089198284808068
NLE1,9.688791,0.9296095640113737,0.41781270972883683,2.950894639084267,0.003168549812531275,0.056555624955746904
NLGN3,38.280975,-0.028251657245772763,0.19245279808795582,-0.3275408457064553,0.7432588547201697,0.9132544151869271
NLK,16.192305,-0.03999845775761139,0.23810055992306828,-0.5937346924327509,0.5526895754562383,0.8276227906315118
NLRC3,60.920475,-0.013526617465529368,0.21136445350037092,-0.17548192175469007,0.8607009747198087,0.9581144996720506
NLRC5,131.79965,-0.1393815170100994,0.19321886204535496,-1.3415414598094377,0.17974471817269233,0.5297149638360341
NLRP1,121.88442,-0.18667885963703668,0.19166994404960985,-1.6606736048492674,0.09677901734744844,0.40011221871972524
NMB,13.432443,0.016156194538017078,0.24974969256794652,0.2628743913766965,0.7926473950472471,0.930618578648288
NMD3,55.018795,0.2752488398754193,0.15610230986177684,2.334233654145215,0.019583490598701396,0.17328724759361117
NME1,84.50256,0.328889744606399,0.4607534315590489,2.3877321914756204,0.016952690209761315,0.15821497248679484
NME1-NME2,375.60825,0.2475334918207099,0.2725879653267078,1.9737454791366509,0.048410691047640945,0.2805811837288615
NME2,415.4767,0.23511728141809568,0.2743691821141062,1.9231210146429307,0.05446485374998167,0.29727820469352556
NME3,144.003,-0.12943731985454862,0.11548993688216364,-1.4572500903863659,0.1450473582843424,0.48439114579809595
NME4,50.218838,0.10541899084617515,0.3046679004820247,1.5491295732979986,0.12135057505058779,0.44245763278781236
NME6,162.23598,-0.1514550907489544,0.2266590252331925,-1.4643315559341803,0.14310337912270418,0.48156401447471814
NME7,23.72199,-0.02265083374475692,0.2261887326928159,-0.3155807835816188,0.7523207253285507,0.9172911063812232
NMI,99.65891,0.5412088875847328,0.21975382083244954,3.187727160711193,0.0014339577295598297,0.03454112068009164
NMNAT1,28.623209,0.05412490715805045,0.24289669107303472,0.7471138937377776,0.4549948142201522,0.7703134731097446
NMNAT3,2408.2175,-0.4552872836964553,0.14360644984748341,-3.6154790366150293,0.0002997927356761587,0.012091640338938402
NMRAL1-1,12.697761,0.0029367839673858894,0.2483532346200602,0.047496777134779435,0.9621172989125077,0.9873008169081687
NMRK1,84.9925,0.013024075634462437,0.2123652651064804,0.16586327490198033,0.868264549491216,0.9599473127591742
NMT1,55.96125,0.7360291586580222,0.23953942337518042,3.6987021282906904,0.00021670473893978427,0.009595870269818703
NMT2,80.128136,-5.1577346224717174e-05,0.21154335793354018,-0.0026085802270051296,0.9979186564717404,0.9993592088581398
NNT,341.3624,-0.20901815564350956,0.17952289987711378,-1.828002426219923,0.06754918751873869,0.33125204774740563
NOA1,42.33548,0.3849570128858538,0.3069756926337835,2.3664571463316273,0.017959253267902493,0.16451055414242371
NOB1,52.0441,0.6317832337729119,0.3240484184263668,2.891691392779109,0.003831741249263212,0.06389769941220198
NOC2L,55.43088,0.049093556650067725,0.2067378373129555,0.5723952422767877,0.567054238358685,0.8334986163479498
NOC3L,40.42982,0.20118180884134917,0.25351693558409305,1.750935936603066,0.07995694573730222,0.3621315595387616
NOC4L,20.596968,0.09329376249666951,0.2749978747356187,1.2541962329863061,0.2097706887518771,0.5690494752742526
NOCT,80.78502,-0.13910270895865406,0.2321690056853182,-1.4063667144837073,0.15961525891970207,0.5053107345051474
NOD1,9.744195,-0.14426950408889636,0.4549639124116818,0.11526084975715088,0.9082383688600403,0.9727944975482469
NOD2,12.09477,-0.1386074730188862,0.29995918492720364,-1.7354754703568884,0.08265662261386515,0.36916726300887864
NOL10,119.23915,-0.14426950408889636,0.4549640194238489,1.4662869350764767,0.14257013324547335,0.48080027226274996
NOL11,71.48379,-0.002558408406746284,0.17968882295975444,-0.030781243302223583,0.9754439990082435,0.9914505033873591
NOL12,39.444767,0.09368199912918115,0.20443408137450306,0.9929704624918665,0.32072434916964154,0.6752065113467141
NOL3,101.05355,-0.14426950408889636,0.4549638294674157,-10.353008087197674,4.0553993110784723e-25,2.1100242615541294e-21
NOL4L,56.418285,-0.3421581661376829,0.316382099572179,-2.2573986226839184,0.0239831777105777,0.19436833898463515
