,ensembl_gene_id,external_gene_name
39925,ENSG00000221510,MIR548O
39926,ENSG00000287472,
39927,ENSG00000239480,
39928,ENSG00000219355,RPL31P52
39929,ENSG00000241318,WDR82P2
39930,ENSG00000225730,ADGRF5-AS1
39931,ENSG00000160993,ALKBH4
39932,ENSG00000281756,C2-AS1
39933,ENSG00000228238,
39934,ENSG00000281560,LSINCT5
39935,ENSG00000232393,RPL5P6
39936,ENSG00000088986,DYNLL1
39937,ENSG00000169252,ADRB2
39938,ENSG00000269318,
39939,ENSG00000184155,OR10J5
39940,ENSG00000164287,CDC20B
39941,ENSG00000204356,NELFE
39942,ENSG00000141985,SH3GL1
39943,ENSG00000272166,
39944,ENSG00000275227,
39945,ENSG00000058085,LAMC2
39946,ENSG00000283971,MIR4442
39947,ENSG00000238225,CRIP1P2
39948,ENSG00000161036,LRWD1
39949,ENSG00000148110,MFSD14B
39950,ENSG00000228343,
39951,ENSG00000279528,
39952,ENSG00000220125,MRPL32P1
39953,ENSG00000101940,WDR13
39954,ENSG00000166579,NDEL1
39955,ENSG00000151092,NGLY1
39956,ENSG00000137078,SIT1
39957,ENSG00000183723,CMTM4
39958,ENSG00000278344,
39959,ENSG00000110871,COQ5
39960,ENSG00000228570,NUTM2E
39961,ENSG00000125779,PANK2
39962,ENSG00000137101,CD72
39963,ENSG00000138193,PLCE1
39964,ENSG00000260465,
39965,ENSG00000287965,
39966,ENSG00000260558,
39967,ENSG00000164403,SHROOM1
39968,ENSG00000284176,MIR5090
39969,ENSG00000284596,MIR4467
39970,ENSG00000270249,
39971,ENSG00000279168,
39972,ENSG00000231725,VN1R110P
39973,ENSG00000222601,Y_RNA
39974,ENSG00000286475,
39975,ENSG00000241030,RPL29P24
39976,ENSG00000205236,
39977,ENSG00000275314,
39978,ENSG00000235510,
39979,ENSG00000223723,TFDP1P2
39980,ENSG00000188603,CLN3
39981,ENSG00000289708,
39982,ENSG00000167272,POP5
39983,ENSG00000198173,FAM47C
39984,ENSG00000243048,FTHL18P
39985,ENSG00000214071,
39986,ENSG00000230170,HNRNPA1P28
39987,ENSG00000270625,NUDT19P6
39988,ENSG00000101856,PGRMC1
39989,ENSG00000267368,UPK3BL1
39990,ENSG00000129673,AANAT
39991,ENSG00000267645,
39992,ENSG00000214992,AKAP17BP
39993,ENSG00000131437,KIF3A
39994,ENSG00000230392,
39995,ENSG00000233297,RASA4DP
39996,ENSG00000226661,
39997,ENSG00000227814,MRPS17P9
39998,ENSG00000077713,SLC25A43
39999,ENSG00000286830,
40000,ENSG00000242137,RPL11P5
40001,ENSG00000213385,RPL7AP39
40002,ENSG00000199394,RNU6-600P
40003,ENSG00000225244,
40004,ENSG00000267980,
40005,ENSG00000239617,RPL32P27
40006,ENSG00000272822,
40007,ENSG00000264426,MIR4283-1
40008,ENSG00000189166,TNRC18P3
40009,ENSG00000149782,PLCB3
40010,ENSG00000167670,CHAF1A
40011,ENSG00000139537,CCDC65
40012,ENSG00000237903,
40013,ENSG00000207175,RNU1-67P
40014,ENSG00000214668,SLC29A4P1
40015,ENSG00000198740,ZNF652
40016,ENSG00000266420,RN7SL118P
40017,ENSG00000252147,RNY3P16
40018,ENSG00000148053,NTRK2
40019,ENSG00000005022,SLC25A5
40020,ENSG00000260088,DDX59-AS1
40021,ENSG00000229508,PHKG1P4
40022,ENSG00000275061,SEPTIN7P15
40023,ENSG00000116815,CD58
40024,ENSG00000286436,
40025,ENSG00000235095,
40026,ENSG00000283431,
40027,ENSG00000077721,UBE2A
40028,ENSG00000164754,RAD21
40029,ENSG00000284474,
40030,ENSG00000283547,MTATP6P8
40031,ENSG00000231537,MTCO3P10
40032,ENSG00000283230,
40033,ENSG00000283481,MTND4LP32
40034,ENSG00000225295,MTND4P4
40035,ENSG00000267255,
40036,ENSG00000167716,WDR81
40037,ENSG00000232917,HSPE1P6
40038,ENSG00000228440,MTND5P6
40039,ENSG00000233057,EEF1A1P14
40040,ENSG00000283311,MTND6P29
40041,ENSG00000224880,MTCYBP29
40042,ENSG00000143167,GPA33
40043,ENSG00000134285,FKBP11
40044,ENSG00000224723,GUSBP10
40045,ENSG00000167671,UBXN6
40046,ENSG00000230764,MTND1P4
40047,ENSG00000237309,MTND2P6
40048,ENSG00000236692,MTCO1P10
40049,ENSG00000284291,MTCO2P10
40050,ENSG00000284098,
40051,ENSG00000283626,MTATP6P10
40052,ENSG00000228851,MTCO3P4
40053,ENSG00000284558,
40054,ENSG00000284221,
40055,ENSG00000227584,MTND4P5
40056,ENSG00000230531,MTND5P7
40057,ENSG00000284572,
40058,ENSG00000234671,MTCYBP5
40059,ENSG00000274443,C8orf89
40060,ENSG00000169325,GUSBP12
40061,ENSG00000234089,
40062,ENSG00000238431,RNU7-157P
40063,ENSG00000143184,XCL1
40064,ENSG00000287517,
40065,ENSG00000178209,PLEC
40066,ENSG00000274299,
40067,ENSG00000280225,
40068,ENSG00000260653,MIR3147HG
40069,ENSG00000260976,LINC01633
40070,ENSG00000235215,
40071,ENSG00000224691,
40072,ENSG00000286572,
40073,ENSG00000235101,SETP9
40074,ENSG00000228215,LINC02770
40075,ENSG00000169884,WNT10B
40076,ENSG00000177807,KCNJ10
40077,ENSG00000266168,MIR3147
40078,ENSG00000227182,VN1R28P
40079,ENSG00000235368,SAPCD2P2
40080,ENSG00000105792,CFAP69
40081,ENSG00000233626,
40082,ENSG00000233691,
40083,ENSG00000200303,RNU6-940P
40084,ENSG00000284446,MIR1236
40085,ENSG00000181418,DDN
40086,ENSG00000204348,DXO
40087,ENSG00000143228,NUF2
40088,ENSG00000258283,
40089,ENSG00000266437,MIR4746
40090,ENSG00000267030,
40091,ENSG00000167550,RHEBL1
40092,ENSG00000280239,
40093,ENSG00000267769,
40094,ENSG00000267011,
40095,ENSG00000198739,LRRTM3
40096,ENSG00000213872,RPL32P11
40097,ENSG00000213871,TAF9BP1
40098,ENSG00000136436,CALCOCO2
40099,ENSG00000289325,
40100,ENSG00000151093,OXSM
40101,ENSG00000167674,HDGFL2
40102,ENSG00000165632,TAF3
40103,ENSG00000155508,CNOT8
40104,ENSG00000286206,
40105,ENSG00000283744,MIR6755
40106,ENSG00000226905,
40107,ENSG00000254783,
40108,ENSG00000255222,SETP17
40109,ENSG00000239856,RN7SL225P
40110,ENSG00000277672,
40111,ENSG00000139549,DHH
40112,ENSG00000149201,CCDC81
40113,ENSG00000121988,ZRANB3
40114,ENSG00000233990,
40115,ENSG00000018610,STEEP1
40116,ENSG00000165272,AQP3
40117,ENSG00000197308,GATA3-AS1
40118,ENSG00000257346,
40119,ENSG00000232638,
40120,ENSG00000252036,RN7SKP288
40121,ENSG00000123416,TUBA1B
40122,ENSG00000199364,RNA5SP327
40123,ENSG00000232470,
40124,ENSG00000230891,LINC00692
40125,ENSG00000138758,SEPTIN11
40126,ENSG00000150593,PDCD4
40127,ENSG00000270542,
40128,ENSG00000275651,MIR6851
40129,ENSG00000221120,MIR1224
40130,ENSG00000122133,PAEP
40131,ENSG00000286794,
40132,ENSG00000284800,
40133,ENSG00000214160,ALG3
40134,ENSG00000233627,C4A-AS1
40135,ENSG00000248290,TNXA
40136,ENSG00000250535,STK19B
40137,ENSG00000207488,Y_RNA
40138,ENSG00000234459,
40139,ENSG00000200309,Y_RNA
40140,ENSG00000224389,C4B
40141,ENSG00000225498,
40142,ENSG00000274017,Metazoa_SRP
40143,ENSG00000131828,PDHA1
40144,ENSG00000134287,ARF3
40145,ENSG00000105793,GTPBP10
40146,ENSG00000254733,
40147,ENSG00000254727,PTP4A1P6
40148,ENSG00000278989,
40149,ENSG00000254731,
40150,ENSG00000255250,
40151,ENSG00000086848,ALG9
40152,ENSG00000214456,PLIN5
40153,ENSG00000237339,LINC01502
40154,ENSG00000204007,GLT6D1
40155,ENSG00000226813,LINC01941
40156,ENSG00000236543,
40157,ENSG00000248136,MTND6P8
40158,ENSG00000219410,
40159,ENSG00000284482,MIR4680
40160,ENSG00000252186,RNU6-781P
40161,ENSG00000270068,
40162,ENSG00000148386,LCN9
40163,ENSG00000214413,BBIP1
40164,ENSG00000138738,PRDM5
40165,ENSG00000153820,SPHKAP
40166,ENSG00000180815,MAP3K15
40167,ENSG00000267385,
40168,ENSG00000140548,ZNF710
40169,ENSG00000284753,EEF1AKMT4
40170,ENSG00000127191,TRAF2
40171,ENSG00000171236,LRG1
40172,ENSG00000284917,EEF1AKMT4-ECE2
40173,ENSG00000267408,
40174,ENSG00000111652,COPS7A
40175,ENSG00000265871,MIR3174
40176,ENSG00000273691,
40177,ENSG00000259291,ZNF710-AS1
40178,ENSG00000185361,TNFAIP8L1
40179,ENSG00000276376,U7
40180,ENSG00000182054,IDH2
40181,ENSG00000235827,TUBB8P9
40182,ENSG00000231615,
40183,ENSG00000268565,
40184,ENSG00000231714,
40185,ENSG00000269082,
40186,ENSG00000268282,ARPC1AP2
40187,ENSG00000267943,
40188,ENSG00000268964,ERVV-2
40189,ENSG00000174514,MFSD4A
40190,ENSG00000273898,MIR6798
40191,ENSG00000104826,LHB
40192,ENSG00000280440,
40193,ENSG00000267335,
40194,ENSG00000157224,CLDN12
40195,ENSG00000267019,NTF6A
40196,ENSG00000267099,NTF6G
40197,ENSG00000267685,NTF6B
40198,ENSG00000268669,
40199,ENSG00000233934,RPL21P38
40200,ENSG00000189052,CGB5
40201,ENSG00000224819,
40202,ENSG00000224789,
40203,ENSG00000188668,OR7E90P
40204,ENSG00000202144,Y_RNA
40205,ENSG00000270540,
40206,ENSG00000275800,EIF5P2
40207,ENSG00000250011,HMGB1P3
40208,ENSG00000269706,
40209,ENSG00000286272,
40210,ENSG00000269335,IKBKG
40211,ENSG00000283663,
40212,ENSG00000232893,IQCA1-AS1
40213,ENSG00000232434,AJM1
40214,ENSG00000243179,
40215,ENSG00000229395,
40216,ENSG00000268108,
40217,ENSG00000268287,
40218,ENSG00000119335,SET
40219,ENSG00000265675,RN7SL708P
40220,ENSG00000186889,TMEM17
40221,ENSG00000163888,CAMK2N2
40222,ENSG00000104852,SNRNP70
40223,ENSG00000269707,
40224,ENSG00000233550,MTCYBP8
40225,ENSG00000223691,
40226,ENSG00000259685,IDH2-DT
40227,ENSG00000279980,GABARAPL3
40228,ENSG00000118231,CRYGD
40229,ENSG00000238244,GABARAPL3
40230,ENSG00000278601,
40231,ENSG00000270589,
40232,ENSG00000196391,ZNF774
40233,ENSG00000108061,SHOC2
40234,ENSG00000236283,
40235,ENSG00000171496,OR1L8
40236,ENSG00000070495,JMJD6
40237,ENSG00000157657,ZNF618
40238,ENSG00000175166,PSMD2
40239,ENSG00000143178,TBX19
40240,ENSG00000234934,MTND5P29
40241,ENSG00000203387,SNF8P1
40242,ENSG00000259262,NDUFA3P4
40243,ENSG00000225205,PDK1-AS1
40244,ENSG00000273299,
40245,ENSG00000140575,IQGAP1
40246,ENSG00000158985,CDC42SE2
40247,ENSG00000231546,RPL3P5
40248,ENSG00000227617,CERS6-AS1
40249,ENSG00000058091,CDK14
40250,ENSG00000189184,PCDH18
40251,ENSG00000258529,
40252,ENSG00000116833,NR5A2
40253,ENSG00000106714,CNTNAP3
40254,ENSG00000254450,ALG9-IT1
40255,ENSG00000254949,GNG5P3
40256,ENSG00000164266,SPINK1
40257,ENSG00000255561,FDXACB1
40258,ENSG00000104863,LIN7B
40259,ENSG00000173868,PHOSPHO1
40260,ENSG00000050748,MAPK9
40261,ENSG00000137720,CFAP68
40262,ENSG00000186075,ZPBP2
40263,ENSG00000150627,WDR17
40264,ENSG00000221916,C19orf73
40265,ENSG00000176343,RPL37AP8
40266,ENSG00000275598,
40267,ENSG00000174677,VN1R6P
40268,ENSG00000287412,
40269,ENSG00000213799,ZNF845
40270,ENSG00000133317,LGALS12
40271,ENSG00000203326,ZNF525
40272,ENSG00000227740,LINC02803
40273,ENSG00000229776,C4B-AS1
40274,ENSG00000231852,CYP21A2
40275,ENSG00000241069,
40276,ENSG00000000457,SCYL3
40277,ENSG00000196417,ZNF765
40278,ENSG00000108587,GOSR1
40279,ENSG00000196141,SPATS2L
40280,ENSG00000160211,G6PD
40281,ENSG00000148204,CRB2
40282,ENSG00000234118,RPL13AP6
40283,ENSG00000221214,MIR548E
40284,ENSG00000150594,ADRA2A
40285,ENSG00000213247,
40286,ENSG00000122877,EGR2
40287,ENSG00000239912,RPL39P36
40288,ENSG00000249435,
40289,ENSG00000241015,TPM3P9
40290,ENSG00000287608,
40291,ENSG00000198346,ZNF813
40292,ENSG00000289487,
40293,ENSG00000148835,TAF5
40294,ENSG00000250731,TPM3P6
40295,ENSG00000207991,MIR601
40296,ENSG00000274932,MIR7150
40297,ENSG00000237336,
40298,ENSG00000241434,
40299,ENSG00000230826,
40300,ENSG00000133321,PLAAT4
40301,ENSG00000229115,
40302,ENSG00000234881,PIGFP2
40303,ENSG00000213777,
40304,ENSG00000106689,LHX2
40305,ENSG00000143507,DUSP10
40306,ENSG00000274892,
40307,ENSG00000269608,OSTCP3
40308,ENSG00000242668,RN7SL317P
40309,ENSG00000200393,RNU6-698P
40310,ENSG00000270347,
40311,ENSG00000207645,MIR512-1
40312,ENSG00000207644,MIR512-2
40313,ENSG00000166348,USP54
40314,ENSG00000221017,MIR1323
40315,ENSG00000207869,MIR498
40316,ENSG00000133328,PLAAT2
40317,ENSG00000207599,MIR520E
40318,ENSG00000207616,MIR515-1
40319,ENSG00000207810,MIR519E
40320,ENSG00000283540,MIR520F
40321,ENSG00000207615,MIR515-2
40322,ENSG00000207788,MIR519C
40323,ENSG00000221421,MIR1283-1
40324,ENSG00000207594,MIR520A
40325,ENSG00000207580,MIR526B
40326,ENSG00000207825,MIR519B
40327,ENSG00000207711,MIR525
40328,ENSG00000283455,MIR523
40329,ENSG00000203520,
40330,ENSG00000207706,MIR518F
40331,ENSG00000207722,MIR520B
40332,ENSG00000207862,MIR518B
40333,ENSG00000207629,MIR526A1
40334,ENSG00000207738,MIR520C
40335,ENSG00000283490,MIR518C
40336,ENSG00000283289,MIR524
40337,ENSG00000207734,MIR517A
40338,ENSG00000184743,ATL3
40339,ENSG00000207981,MIR519D
40340,ENSG00000207549,MIR521-2
40341,ENSG00000251843,RNU6-803P
40342,ENSG00000207735,MIR520D
40343,ENSG00000207837,MIR517B
40344,ENSG00000207799,MIR520G
40345,ENSG00000207925,MIR516B2
40346,ENSG00000211532,MIR526A2
40347,ENSG00000207987,MIR518E
40348,ENSG00000207803,MIR518A1
40349,ENSG00000252734,RNU6-980P
40350,ENSG00000283330,MIR518D
40351,ENSG00000207946,MIR516B1
40352,ENSG00000207699,MIR518A2
40353,ENSG00000207838,MIR517C
40354,ENSG00000207861,MIR520H
40355,ENSG00000252025,RNU6-982P
40356,ENSG00000207634,MIR521-1
40357,ENSG00000252191,RNU6-751P
40358,ENSG00000283685,MIR522
40359,ENSG00000207992,MIR519A1
40360,ENSG00000207979,MIR527
40361,ENSG00000207767,MIR516A1
40362,ENSG00000221548,MIR1283-2
40363,ENSG00000231227,
40364,ENSG00000252063,RNU6-1041P
40365,ENSG00000207620,MIR516A2
40366,ENSG00000284362,MIR519A2
40367,ENSG00000234921,
40368,ENSG00000288841,
40369,ENSG00000079313,REXO1
40370,ENSG00000223584,TVP23CP1
40371,ENSG00000286411,
40372,ENSG00000226254,PTP4A1P3
40373,ENSG00000107099,DOCK8
40374,ENSG00000157240,FZD1
40375,ENSG00000285638,
40376,ENSG00000284592,
40377,ENSG00000230987,
40378,ENSG00000232527,LINC02802
40379,ENSG00000225843,NIPA2P1
40380,ENSG00000270269,IMMP1LP1
40381,ENSG00000256789,
40382,ENSG00000251154,PTTG1IP2
40383,ENSG00000215833,QRSL1P1
40384,ENSG00000225144,
40385,ENSG00000228167,
40386,ENSG00000223436,
40387,ENSG00000223344,
40388,ENSG00000183470,FLJ40288
40389,ENSG00000133318,RTN3
40390,ENSG00000150732,
40391,ENSG00000201009,
40392,ENSG00000225881,
40393,ENSG00000157064,NMNAT2
40394,ENSG00000227197,
40395,ENSG00000138757,G3BP2
40396,ENSG00000105974,CAV1
40397,ENSG00000259177,
40398,ENSG00000259212,
40399,ENSG00000259314,
40400,ENSG00000285560,
40401,ENSG00000259746,HSPE1P3
40402,ENSG00000166145,SPINT1
40403,ENSG00000211717,TRBV10-1
40404,ENSG00000211720,TRBV11-1
40405,ENSG00000244661,TRBV12-1
40406,ENSG00000267007,
40407,ENSG00000229769,TRBV10-2
40408,ENSG00000284216,MIR1909
40409,ENSG00000267244,
40410,ENSG00000241657,TRBV11-2
40411,ENSG00000211739,TRBV12-2
40412,ENSG00000252512,RNA5SP206
40413,ENSG00000180573,H2AC6
40414,ENSG00000211721,TRBV6-5
40415,ENSG00000267125,
40416,ENSG00000182896,TMEM95
40417,ENSG00000253409,TRBV7-4
40418,ENSG00000129911,KLF16
40419,ENSG00000269892,
40420,ENSG00000216331,H1-12P
40421,ENSG00000230099,TRBV5-4
40422,ENSG00000089692,LAG3
40423,ENSG00000282988,
40424,ENSG00000211724,TRBV6-6
40425,ENSG00000227550,TRBV7-5
40426,ENSG00000211725,TRBV5-5
40427,ENSG00000267141,
40428,ENSG00000288139,
40429,ENSG00000253188,TRBV6-7
40430,ENSG00000267232,
40431,ENSG00000215808,LINC01139
40432,ENSG00000197409,H3C4
40433,ENSG00000211727,TRBV7-6
40434,ENSG00000196866,H2AC7
40435,ENSG00000217275,
40436,ENSG00000211728,TRBV5-6
40437,ENSG00000277720,H3C5P
40438,ENSG00000129968,ABHD17A
40439,ENSG00000218281,H2AC9P
40440,ENSG00000253534,TRBV6-8
40441,ENSG00000124575,H1-3
40442,ENSG00000274618,H4C6
40443,ENSG00000253291,TRBV7-7
40444,ENSG00000275663,H4C7
40445,ENSG00000277775,H3C7
40446,ENSG00000211731,TRBV5-7
40447,ENSG00000278588,H2BC10
40448,ENSG00000059588,TARBP1
40449,ENSG00000220875,H3C9P
40450,ENSG00000278030,TRBV7-9
40451,ENSG00000287050,
40452,ENSG00000276405,TRBV13
40453,ENSG00000275791,TRBV10-3
40454,ENSG00000186470,BTN3A2
40455,ENSG00000244532,RN7SL380P
40456,ENSG00000276597,TRBV11-3
40457,ENSG00000274752,TRBV12-3
40458,ENSG00000010610,CD4
40459,ENSG00000276953,TRBV12-4
40460,ENSG00000270025,BMS1P7
40461,ENSG00000169660,HEXD
40462,ENSG00000275158,TRBV12-5
40463,ENSG00000271100,
40464,ENSG00000170324,FRMPD2
40465,ENSG00000050344,NFE2L3
40466,ENSG00000188070,ZFTA
40467,ENSG00000264519,RN7SL596P
40468,ENSG00000168005,SPINDOC
40469,ENSG00000213638,ADAT3
40470,ENSG00000122565,CBX3
40471,ENSG00000237379,CBX1P3
40472,ENSG00000197226,TBC1D9B
40473,ENSG00000232959,
40474,ENSG00000133275,CSNK1G2
40475,ENSG00000256280,ATP5MGP1
40476,ENSG00000255233,
40477,ENSG00000279684,
40478,ENSG00000234106,SRP14P2
40479,ENSG00000179335,CLK3
40480,ENSG00000255448,
40481,ENSG00000122224,LY9
40482,ENSG00000166788,SAAL1
40483,ENSG00000100453,GZMB
40484,ENSG00000124508,BTN2A2
40485,ENSG00000250510,GPR162
40486,ENSG00000114867,EIF4G1
40487,ENSG00000285860,
40488,ENSG00000232383,
40489,ENSG00000238284,LINC01448
40490,ENSG00000229161,TCP1P1
40491,ENSG00000231539,
40492,ENSG00000261019,
40493,ENSG00000256646,
40494,ENSG00000180846,CSNK1G2-AS1
40495,ENSG00000165349,SLC7A3
40496,ENSG00000267283,
40497,ENSG00000279426,
40498,ENSG00000269244,RPL23AP78
40499,ENSG00000286880,
40500,ENSG00000130332,LSM7
40501,ENSG00000109083,IFT20
40502,ENSG00000106588,PSMA2
40503,ENSG00000162782,TDRD5
40504,ENSG00000054654,SYNE2
40505,ENSG00000230629,RPS23P8
40506,ENSG00000147168,IL2RG
40507,ENSG00000110811,P3H3
40508,ENSG00000099800,TIMM13
40509,ENSG00000176619,LMNB2
40510,ENSG00000285786,
40511,ENSG00000225482,RPS6P14
40512,ENSG00000107643,MAPK8
40513,ENSG00000255254,HIGD1AP5
40514,ENSG00000255470,
40515,ENSG00000285562,
40516,ENSG00000254857,MRGPRX12P
40517,ENSG00000179817,MRGPRX4
40518,ENSG00000125351,UPF3B
40519,ENSG00000255138,GLTPP1
40520,ENSG00000254546,MRGPRX13P
40521,ENSG00000148965,SAA4
40522,ENSG00000283728,MIR7108
40523,ENSG00000267201,LINC01775
40524,ENSG00000099860,GADD45B
40525,ENSG00000138795,LEF1
40526,ENSG00000151881,TMEM267
40527,ENSG00000234983,
40528,ENSG00000255071,SAA2-SAA4
40529,ENSG00000106591,MRPL32
40530,ENSG00000238051,ISCUP1
40531,ENSG00000233196,
40532,ENSG00000229220,
40533,ENSG00000143653,SCCPDH
40534,ENSG00000232006,
40535,ENSG00000156453,PCDH1
40536,ENSG00000134339,SAA2
40537,ENSG00000129007,CALML4
40538,ENSG00000239672,NME1
40539,ENSG00000267522,LINC01864
40540,ENSG00000201933,Y_RNA
40541,ENSG00000142409,ZNF787
40542,ENSG00000233025,CRYZP1
40543,ENSG00000224415,
40544,ENSG00000290162,
40545,ENSG00000236848,RPL23AP95
40546,ENSG00000290163,
40547,ENSG00000290164,
40548,ENSG00000290165,
40549,ENSG00000279482,
40550,ENSG00000279959,
40551,ENSG00000237632,S100A11P1
40552,ENSG00000147065,MSN
40553,ENSG00000167685,ZNF444
40554,ENSG00000183476,SH2D7
40555,ENSG00000105821,DNAJC2
40556,ENSG00000158711,ELK4
40557,ENSG00000177910,SPATA31C2
40558,ENSG00000184716,SERINC4
40559,ENSG00000026950,BTN3A1
40560,ENSG00000090054,SPTLC1
40561,ENSG00000111664,GNB3
40562,ENSG00000082074,FYB1
40563,ENSG00000227747,
40564,ENSG00000228081,
40565,ENSG00000228020,HNRNPA1P46
40566,ENSG00000234975,FTH1P2
40567,ENSG00000200336,RNA5SP333
40568,ENSG00000279794,
40569,ENSG00000212789,ST13P5
40570,ENSG00000201695,RNA5SP334
40571,ENSG00000214880,OR7E5P
40572,ENSG00000197487,GALP
40573,ENSG00000162851,TFB2M
40574,ENSG00000149133,OR5F1
40575,ENSG00000182365,OR5F2P
40576,ENSG00000101935,AMMECR1
40577,ENSG00000141052,MYOCD
40578,ENSG00000181780,OR5J1P
40579,ENSG00000254524,OR8I4P
40580,ENSG00000255140,OR5BN2P
40581,ENSG00000181761,OR8H3
40582,ENSG00000254848,OR5BN1P
40583,ENSG00000254947,OR8K4P
40584,ENSG00000224543,SNRPGP15
40585,ENSG00000181752,OR8K5
40586,ENSG00000271427,
40587,ENSG00000167202,TBC1D2B
40588,ENSG00000255217,OR5J7P
40589,ENSG00000174957,OR5J2
40590,ENSG00000230213,OR8V1P
40591,ENSG00000254841,OR4V1P
40592,ENSG00000188439,OR4P1P
40593,ENSG00000254804,
40594,ENSG00000254457,OR5D2P
40595,ENSG00000143353,LYPLAL1
40596,ENSG00000236541,VN2R9P
40597,ENSG00000255146,
40598,ENSG00000099797,TECR
40599,ENSG00000254853,
40600,ENSG00000255131,OR9L1P
40601,ENSG00000272685,OR9I3P
40602,ENSG00000186508,OR9I2P
40603,ENSG00000272569,OR5BL1P
40604,ENSG00000180475,OR10Q1
40605,ENSG00000133136,GNG5B
40606,ENSG00000254953,
40607,ENSG00000181325,OR9G3P
40608,ENSG00000274770,MIR6128
40609,ENSG00000286704,
40610,ENSG00000130826,DKC1
40611,ENSG00000254825,OR9G2P
40612,ENSG00000181296,OR5G1P
40613,ENSG00000255485,OR5G4P
40614,ENSG00000241356,OR5G3
40615,ENSG00000213604,NAA50P1
40616,ENSG00000254658,OR8J2
40617,ENSG00000255461,OR8I1P
40618,ENSG00000254722,FAM8A2P
40619,ENSG00000255134,OR8K2P
40620,ENSG00000242208,RPL5P29
40621,ENSG00000198261,OR5BB1P
40622,ENSG00000204989,OR4D8P
40623,ENSG00000111801,BTN3A3
40624,ENSG00000176200,OR4D11
40625,ENSG00000254770,OR4D7P
40626,ENSG00000233499,OR5B1P
40627,ENSG00000273408,OR5B15P
40628,ENSG00000238041,TMEM230P2
40629,ENSG00000154016,GRAP
40630,ENSG00000239939,RPSAP34
40631,ENSG00000172199,OR8U1
40632,ENSG00000278589,ZACNP1
40633,ENSG00000254903,OR8L1P
40634,ENSG00000250485,EXOC7P1
40635,ENSG00000255466,OR5AL2P
40636,ENSG00000272987,OR5AL1
40637,ENSG00000279961,OR8U3
40638,ENSG00000157869,RAB28
40639,ENSG00000230416,OR5M4P
40640,ENSG00000284732,
40641,ENSG00000150269,OR5M9
40642,ENSG00000254411,
40643,ENSG00000240370,RPL13P5
40644,ENSG00000254490,OR5M7P
40645,ENSG00000254660,
40646,ENSG00000254603,OR5M6P
40647,ENSG00000185701,OR5M5P
40648,ENSG00000185522,LMNTD2
40649,ENSG00000235354,RPS29P16
40650,ENSG00000251852,Y_RNA
40651,ENSG00000252047,Y_RNA
40652,ENSG00000234715,SLC26A5-AS1
40653,ENSG00000010626,LRRC23
40654,ENSG00000104059,ENTREP2
40655,ENSG00000222386,RN7SKP86
40656,ENSG00000197965,MPZL1
40657,ENSG00000119397,CNTRL
40658,ENSG00000106683,LIMK1
40659,ENSG00000181038,METTL23
40660,ENSG00000198681,MAGEA1
40661,ENSG00000230778,ANKRD63
40662,ENSG00000235219,
40663,ENSG00000273877,
40664,ENSG00000103653,CSK
40665,ENSG00000231600,
40666,ENSG00000164172,MOCS2
40667,ENSG00000278803,PWWP4
40668,ENSG00000102225,CDK16
40669,ENSG00000254815,LMNTD2-AS1
40670,ENSG00000099849,RASSF7
40671,ENSG00000279822,
40672,ENSG00000128805,ARHGAP22
40673,ENSG00000256394,ASIC5
40674,ENSG00000225549,SELENOKP3
40675,ENSG00000111875,ASF1A
40676,ENSG00000151790,TDO2
40677,ENSG00000111877,MCM9
40678,ENSG00000143493,INTS7
40679,ENSG00000207741,MIR590
40680,ENSG00000161057,PSMC2
40681,ENSG00000199038,MIR210
40682,ENSG00000011143,MKS1
40683,ENSG00000070047,PHRF1
40684,ENSG00000249013,FTH1P21
40685,ENSG00000275703,
40686,ENSG00000256043,CTSO
40687,ENSG00000283822,MIR639
40688,ENSG00000099795,NDUFB7
40689,ENSG00000111674,ENO2
40690,ENSG00000235099,
40691,ENSG00000213187,COPS5P1
40692,ENSG00000243488,RN7SL337P
40693,ENSG00000243066,RN7SL842P
40694,ENSG00000135333,EPHA7
40695,ENSG00000153707,PTPRD
40696,ENSG00000105429,MEGF8
40697,ENSG00000253067,
40698,ENSG00000248682,ARHGAP22-IT1
40699,ENSG00000227616,
40700,ENSG00000235775,
40701,ENSG00000231906,COX7BP6
40702,ENSG00000224015,
40703,ENSG00000251413,
40704,ENSG00000237714,P4HA2-AS1
40705,ENSG00000236800,
40706,ENSG00000224431,
40707,ENSG00000283678,MIR6830
40708,ENSG00000286772,
40709,ENSG00000228754,RPL13AP19
40710,ENSG00000131435,PDLIM4
40711,ENSG00000231926,SEPHS1P7
40712,ENSG00000183208,GDPGP1
40713,ENSG00000165732,DDX21
40714,ENSG00000232328,
40715,ENSG00000273623,
40716,ENSG00000238046,MTND5P22
40717,ENSG00000276185,
40718,ENSG00000213110,RNF11P1
40719,ENSG00000214433,GOLGA2P8
40720,ENSG00000232520,GCSIR
40721,ENSG00000005469,CROT
40722,ENSG00000279719,
40723,ENSG00000206641,RNU6-449P
40724,ENSG00000259301,
40725,ENSG00000280362,
40726,ENSG00000259669,
40727,ENSG00000286199,
40728,ENSG00000286836,
40729,ENSG00000144583,MARCHF4
40730,ENSG00000207260,RNU6-35P
40731,ENSG00000170522,ELOVL6
40732,ENSG00000259619,
40733,ENSG00000259550,HNRNPA1P74
40734,ENSG00000178385,PLEKHM3
40735,ENSG00000137766,UNC13C
