,ensembl_gene_id,external_gene_name
14986,ENSG00000273578,KIR2DL2
14987,ENSG00000249491,EGFLAM-AS1
14988,ENSG00000276498,KIR3DS1
14989,ENSG00000214942,
14990,ENSG00000260569,
14991,ENSG00000278758,KIR3DL2
14992,ENSG00000243856,RN7SL551P
14993,ENSG00000286529,
14994,ENSG00000206043,C18orf63
14995,ENSG00000274708,
14996,ENSG00000276212,KIR3DP1
14997,ENSG00000248195,
14998,ENSG00000290528,
14999,ENSG00000249894,
15000,ENSG00000249944,
15001,ENSG00000249495,
15002,ENSG00000249439,HMGN1P14
15003,ENSG00000258539,
15004,ENSG00000251495,PPIAP11
15005,ENSG00000270906,MTND4P35
15006,ENSG00000251093,
15007,ENSG00000250049,
15008,ENSG00000274461,LINC02930
15009,ENSG00000252019,RNU6ATAC9P
15010,ENSG00000201302,SNORA65
15011,ENSG00000265432,MIR4308
15012,ENSG00000200788,Y_RNA
15013,ENSG00000258872,FDPSP3
15014,ENSG00000161082,CELF5
15015,ENSG00000235297,FAUP1
15016,ENSG00000120899,PTK2B
15017,ENSG00000289887,
15018,ENSG00000223298,RNY3P8
15019,ENSG00000166347,CYB5A
15020,ENSG00000136830,NIBAN2
15021,ENSG00000200211,RNY4P27
15022,ENSG00000271492,MEMO1P5
15023,ENSG00000249100,
15024,ENSG00000198554,WDHD1
15025,ENSG00000249436,LNCBRM
15026,ENSG00000206792,Y_RNA
15027,ENSG00000206795,Y_RNA
15028,ENSG00000203837,PNLIPRP3
15029,ENSG00000134873,CLDN10
15030,ENSG00000223487,FRMPD4-AS1
15031,ENSG00000231211,RPL17P49
15032,ENSG00000273800,
15033,ENSG00000271814,RN7SKP290
15034,ENSG00000229083,PSMA6P2
15035,ENSG00000230691,MRPL35P4
15036,ENSG00000196664,TLR7
15037,ENSG00000251023,
15038,ENSG00000250017,
15039,ENSG00000272021,
15040,ENSG00000251076,
15041,ENSG00000232161,
15042,ENSG00000176183,
15043,ENSG00000231232,
15044,ENSG00000233338,TLR8-AS1
15045,ENSG00000236529,
15046,ENSG00000288035,
15047,ENSG00000250084,
15048,ENSG00000227489,
15049,ENSG00000246316,
15050,ENSG00000278358,
15051,ENSG00000278160,
15052,ENSG00000229970,
15053,ENSG00000275643,RBM22P6
15054,ENSG00000204379,XAGE1A
15055,ENSG00000231471,HMGN2P34
15056,ENSG00000270333,
15057,ENSG00000227426,VN1R33P
15058,ENSG00000185875,THNSL1
15059,ENSG00000232612,RPL31P35
15060,ENSG00000164258,NDUFS4
15061,ENSG00000223392,CLDN10-AS1
15062,ENSG00000188730,VWC2
15063,ENSG00000134874,DZIP1
15064,ENSG00000248242,
15065,ENSG00000249264,EEF1A1P9
15066,ENSG00000224918,
15067,ENSG00000072422,RHOBTB1
15068,ENSG00000214074,RPL23AP39
15069,ENSG00000227344,HAUS6P1
15070,ENSG00000138801,PAPSS1
15071,ENSG00000233962,
15072,ENSG00000234661,CHL1-AS1
15073,ENSG00000226468,
15074,ENSG00000224101,ELMO1-AS1
15075,ENSG00000278788,SBNO2
15076,ENSG00000286658,
15077,ENSG00000232325,
15078,ENSG00000223395,RBM22P7
15079,ENSG00000277289,
15080,ENSG00000227058,
15081,ENSG00000226829,
15082,ENSG00000231593,
15083,ENSG00000229642,
15084,ENSG00000228771,
15085,ENSG00000185319,SSXP4
15086,ENSG00000223727,
15087,ENSG00000197185,SSXP1
15088,ENSG00000234792,
15089,ENSG00000073067,CYP2W1
15090,ENSG00000187754,SSX7
15091,ENSG00000285969,
15092,ENSG00000249921,RACK1P1
15093,ENSG00000154764,WNT7A
15094,ENSG00000286853,
15095,ENSG00000248950,LDHBP3
15096,ENSG00000228354,
15097,ENSG00000222608,RNA5SP504
15098,ENSG00000225508,SSXP5
15099,ENSG00000276420,PRAMEF5
15100,ENSG00000237275,S100A11P10
15101,ENSG00000274107,
15102,ENSG00000223958,
15103,ENSG00000164211,STARD4
15104,ENSG00000276816,PRAMEF22
15105,ENSG00000225397,
15106,ENSG00000229826,
15107,ENSG00000277853,PRAMEF18
15108,ENSG00000269281,S100A11P8
15109,ENSG00000226867,
15110,ENSG00000281121,
15111,ENSG00000204363,SPANXN5
15112,ENSG00000134769,DTNA
15113,ENSG00000281229,
15114,ENSG00000280946,
15115,ENSG00000281597,
15116,ENSG00000281073,
15117,ENSG00000120563,LYZL1
15118,ENSG00000278021,PRAMEF8
15119,ENSG00000229885,
15120,ENSG00000196395,
15121,ENSG00000224781,EIF4A2P4
15122,ENSG00000274109,HNRNPCL2
15123,ENSG00000167193,CRK
15124,ENSG00000220541,PPIHP2
15125,ENSG00000270524,QTRT1P1
15126,ENSG00000276299,PRAMEF25
15127,ENSG00000201674,U3
15128,ENSG00000207220,RNU1-57P
15129,ENSG00000240327,RN7SL93P
15130,ENSG00000281711,
15131,ENSG00000212611,SNORD30
15132,ENSG00000273865,HNRNPCL4
15133,ENSG00000241743,XACT
15134,ENSG00000276370,PRAMEF33
15135,ENSG00000281573,PRAMEF9
15136,ENSG00000211578,MIR766
15137,ENSG00000214321,CBX1P4
15138,ENSG00000252239,
15139,ENSG00000140950,MEAK7
15140,ENSG00000238764,
15141,ENSG00000265465,MIR4768
15142,ENSG00000235834,
15143,ENSG00000230020,NHS-AS1
15144,ENSG00000226153,CHP1P3
15145,ENSG00000047634,SCML1
15146,ENSG00000274363,
15147,ENSG00000241525,
15148,ENSG00000234544,PTGES3P5
15149,ENSG00000106483,SFRP4
15150,ENSG00000120029,ARMH3
15151,ENSG00000167858,TEKT1
15152,ENSG00000232545,
15153,ENSG00000177993,ZNRF3-AS1
15154,ENSG00000183762,KREMEN1
15155,ENSG00000141968,VAV1
15156,ENSG00000245482,
15157,ENSG00000255725,TDGP1
15158,ENSG00000175548,ALG10B
15159,ENSG00000223829,
15160,ENSG00000247400,DNAJC3-DT
15161,ENSG00000276798,LILRA4
15162,ENSG00000280920,
15163,ENSG00000286466,
15164,ENSG00000102580,DNAJC3
15165,ENSG00000103091,WDR59
15166,ENSG00000134121,CHL1
15167,ENSG00000276163,LAIR1
15168,ENSG00000251636,LINC01218
15169,ENSG00000262818,
15170,ENSG00000270842,
15171,ENSG00000228261,ITPRIP-AS1
15172,ENSG00000282278,
15173,ENSG00000237002,
15174,ENSG00000226772,
15175,ENSG00000200871,RNU6-810P
15176,ENSG00000251952,RNU6-1219P
15177,ENSG00000270902,
15178,ENSG00000204172,AGAP9
15179,ENSG00000256986,
15180,ENSG00000129195,PIMREG
15181,ENSG00000186998,EMID1
15182,ENSG00000280054,
15183,ENSG00000229565,LINC02264
15184,ENSG00000257114,LINC02450
15185,ENSG00000250920,
15186,ENSG00000136270,TBRG4
15187,ENSG00000276979,KIR2DL4
15188,ENSG00000284682,
15189,ENSG00000256226,
15190,ENSG00000278355,LILRA5
15191,ENSG00000292056,
15192,ENSG00000256774,
15193,ENSG00000292058,NDUFA11
15194,ENSG00000251170,
15195,ENSG00000171314,PGAM1
15196,ENSG00000279571,
15197,ENSG00000278362,NCR1
15198,ENSG00000292059,
15199,ENSG00000251588,
15200,ENSG00000292060,
15201,ENSG00000187024,PTRH1
15202,ENSG00000292061,VMAC
15203,ENSG00000134294,SLC38A2
15204,ENSG00000292062,
15205,ENSG00000227873,FAM136GP
15206,ENSG00000277150,F8A3
15207,ENSG00000233924,RPSAP13
15208,ENSG00000292063,FUT3
15209,ENSG00000184388,PABPC1L2B
15210,ENSG00000175718,RBMXL3
15211,ENSG00000187105,HEATR4
15212,ENSG00000275196,KIR2DL1
15213,ENSG00000268447,SSX2B
15214,ENSG00000229622,MTND5P2
15215,ENSG00000138663,COPS4
15216,ENSG00000275016,
15217,ENSG00000227714,MTND6P18
15218,ENSG00000273884,LILRA3
15219,ENSG00000232373,MTCYBP3
15220,ENSG00000276809,
15221,ENSG00000283119,
15222,ENSG00000102595,UGGT2
15223,ENSG00000292064,
15224,ENSG00000274174,NLRP7
15225,ENSG00000287108,
15226,ENSG00000243914,RPL5P14
15227,ENSG00000270986,HMGB1P51
15228,ENSG00000250427,LINC02148
15229,ENSG00000255302,EID1
15230,ENSG00000250308,SALL4P1
15231,ENSG00000275434,KIR3DS1
15232,ENSG00000248701,
15233,ENSG00000274739,KIR2DS5
15234,ENSG00000248757,LINC02115
15235,ENSG00000273512,
15236,ENSG00000253584,
15237,ENSG00000278415,FCAR
15238,ENSG00000279192,PWAR5
15239,ENSG00000248363,
15240,ENSG00000095596,CYP26A1
15241,ENSG00000156218,ADAMTSL3
15242,ENSG00000251118,H3P24
15243,ENSG00000249128,LINC02215
15244,ENSG00000278120,KIR2DS1
15245,ENSG00000218049,RPL31P33
15246,ENSG00000175426,PCSK1
15247,ENSG00000278707,KIR3DL2
15248,ENSG00000187772,LIN28B
15249,ENSG00000101216,GMEB2
15250,ENSG00000276912,KIR3DP1
15251,ENSG00000274143,KIR2DL5A
15252,ENSG00000275577,VSTM1
15253,ENSG00000255347,
15254,ENSG00000262990,
15255,ENSG00000281880,PAUPAR
15256,ENSG00000275644,OSCAR
15257,ENSG00000139926,FRMD6
15258,ENSG00000231508,RPL34P20
15259,ENSG00000274796,TSEN34
15260,ENSG00000279403,
15261,ENSG00000283874,MIR3911
15262,ENSG00000275304,
15263,ENSG00000287761,
15264,ENSG00000275633,GP6
15265,ENSG00000160401,CFAP157
15266,ENSG00000164434,FABP7
15267,ENSG00000276323,TFPT
15268,ENSG00000103248,MTHFSD
15269,ENSG00000276220,NDUFA3
15270,ENSG00000147036,LANCL3
15271,ENSG00000004660,CAMKK1
15272,ENSG00000276826,RDH13
15273,ENSG00000148541,FAM13C
15274,ENSG00000278322,MBOAT7
15275,ENSG00000255117,LINC02546
15276,ENSG00000275796,NLRP2
15277,ENSG00000226181,
15278,ENSG00000111911,HINT3
15279,ENSG00000275117,PRPF31
15280,ENSG00000254564,
15281,ENSG00000167094,TTC16
15282,ENSG00000274176,CNOT3
15283,ENSG00000254934,LINC00678
15284,ENSG00000275953,YAP1P3
15285,ENSG00000219941,KRT18P50
15286,ENSG00000277043,EEF1A1P42
15287,ENSG00000226089,
15288,ENSG00000109851,DBX1
15289,ENSG00000275520,FAM236A
15290,ENSG00000276774,LENG1
15291,ENSG00000287097,
15292,ENSG00000275384,TARM1
15293,ENSG00000244158,CALHM6-AS1
15294,ENSG00000274626,RPS9
15295,ENSG00000283463,HSFX4
15296,ENSG00000276260,TMC4
15297,ENSG00000217767,NDUFAB1P1
15298,ENSG00000218189,POM121L14P
15299,ENSG00000271608,
15300,ENSG00000063587,ZNF275
15301,ENSG00000227535,
15302,ENSG00000255092,
15303,ENSG00000255525,
15304,ENSG00000034693,PEX3
15305,ENSG00000248259,MTND4LP31
15306,ENSG00000246774,COL25A1-DT
15307,ENSG00000251081,
15308,ENSG00000249614,LINC02503
15309,ENSG00000248820,DYNLL1P6
15310,ENSG00000197457,STMN3
15311,ENSG00000147117,ZNF157
15312,ENSG00000129151,BBOX1
15313,ENSG00000248488,PGAM4P2
15314,ENSG00000233860,SHROOM3-AS1
15315,ENSG00000155011,DKK2
15316,ENSG00000179222,MAGED1
15317,ENSG00000160404,TOR2A
15318,ENSG00000281104,
15319,ENSG00000281870,
15320,ENSG00000243509,TNFRSF6B
15321,ENSG00000280892,
15322,ENSG00000262237,
15323,ENSG00000263014,ATP6V1G3
15324,ENSG00000101246,ARFRP1
15325,ENSG00000262418,PTPRC
15326,ENSG00000237494,LINC02919
15327,ENSG00000220848,RPS18P9
15328,ENSG00000025156,HSF2
15329,ENSG00000262210,PEBP1P3
15330,ENSG00000262375,
15331,ENSG00000113391,FAM172A
15332,ENSG00000100263,RHBDD3
15333,ENSG00000248778,
15334,ENSG00000226977,HMGN1P24
15335,ENSG00000185352,HS6ST3
15336,ENSG00000286291,
15337,ENSG00000242614,RN7SL164P
15338,ENSG00000283487,MIR4501
15339,ENSG00000236922,LINC01378
15340,ENSG00000233273,AMMECR1LP1
15341,ENSG00000226134,
15342,ENSG00000286544,
15343,ENSG00000281883,
15344,ENSG00000287227,
15345,ENSG00000233725,NRAD1
15346,ENSG00000187398,LUZP2
15347,ENSG00000095370,SH2D3C
15348,ENSG00000236699,ARHGEF38
15349,ENSG00000226519,LINC00390
15350,ENSG00000227258,SMIM2-AS1
15351,ENSG00000270655,
15352,ENSG00000237015,
15353,ENSG00000100276,RASL10A
15354,ENSG00000226079,
15355,ENSG00000279659,
15356,ENSG00000257173,AK6P2
15357,ENSG00000137251,TINAG
15358,ENSG00000258763,
15359,ENSG00000139656,SMIM2
15360,ENSG00000156411,ATP5MJ
15361,ENSG00000273853,
15362,ENSG00000260492,CISTR
15363,ENSG00000235285,SMIM2-IT1
15364,ENSG00000276854,
15365,ENSG00000276319,MIR8079
15366,ENSG00000273216,
15367,ENSG00000255628,
15368,ENSG00000230731,LINC02938
15369,ENSG00000280968,
15370,ENSG00000239127,SNORD125
15371,ENSG00000242156,
15372,ENSG00000135413,LACRT
15373,ENSG00000140287,HDC
15374,ENSG00000254819,ANO3-AS1
15375,ENSG00000291010,MRPS31P5
15376,ENSG00000278292,RFPL4AP6
15377,ENSG00000270607,NAV2-AS6
15378,ENSG00000242729,
15379,ENSG00000225465,RFPL1S
15380,ENSG00000249635,
15381,ENSG00000262961,
15382,ENSG00000228061,
15383,ENSG00000281216,KIF26B
15384,ENSG00000285593,
15385,ENSG00000174808,BTC
15386,ENSG00000262503,
15387,ENSG00000288613,
15388,ENSG00000261996,
15389,ENSG00000276066,VSTM1
15390,ENSG00000272281,TPTE2P2
15391,ENSG00000100285,NEFH
15392,ENSG00000108405,P2RX1
15393,ENSG00000078053,AMPH
15394,ENSG00000179431,FJX1
15395,ENSG00000274638,NLRP2
15396,ENSG00000282816,
15397,ENSG00000254532,ARL14EP-DT
15398,ENSG00000258278,CLUHP8
15399,ENSG00000254606,
15400,ENSG00000232190,LINC02181
15401,ENSG00000177447,CBX3P1
15402,ENSG00000288054,
15403,ENSG00000274941,CNOT3
15404,ENSG00000243697,RPL7AP63
15405,ENSG00000255462,
15406,ENSG00000259828,
15407,ENSG00000100296,THOC5
15408,ENSG00000123191,ATP7B
15409,ENSG00000255186,
15410,ENSG00000287161,
15411,ENSG00000168830,HTR1E
15412,ENSG00000227087,RBMX2P5
15413,ENSG00000254627,
15414,ENSG00000248901,LINC01846
15415,ENSG00000254645,
15416,ENSG00000276628,LENG1
15417,ENSG00000103257,SLC7A5
15418,ENSG00000276766,NDUFA3
15419,ENSG00000216613,
15420,ENSG00000273506,
15421,ENSG00000270830,
15422,ENSG00000164039,BDH2
15423,ENSG00000279004,
15424,ENSG00000185652,NTF3
15425,ENSG00000254695,
15426,ENSG00000274905,TMC4
15427,ENSG00000258817,OR4C13
15428,ENSG00000132837,DMGDH
15429,ENSG00000112837,TBX18
15430,ENSG00000276341,RDH13
15431,ENSG00000267749,
15432,ENSG00000274078,TSEN34
15433,ENSG00000266989,FTLP5
15434,ENSG00000265973,
15435,ENSG00000277359,RPS9
15436,ENSG00000278519,MBOAT7
15437,ENSG00000255199,GTF2IP11
15438,ENSG00000278842,
15439,ENSG00000277179,NLRP7
15440,ENSG00000254861,
15441,ENSG00000257927,MRPS36P5
15442,ENSG00000105278,ZFR2
15443,ENSG00000254754,
15444,ENSG00000278533,OSCAR
15445,ENSG00000254560,BBOX1-AS1
15446,ENSG00000133704,IPO8
15447,ENSG00000278670,GP6
15448,ENSG00000100867,DHRS2
15449,ENSG00000255167,
15450,ENSG00000276263,TFPT
15451,ENSG00000274651,PRPF31
15452,ENSG00000254725,
15453,ENSG00000187624,C17orf97
15454,ENSG00000277178,TARM1
15455,ENSG00000275583,
15456,ENSG00000274412,KIR2DL2
15457,ENSG00000274921,KIR2DS4
15458,ENSG00000234048,CIAO2AP1
15459,ENSG00000229756,RPL31P20
15460,ENSG00000274498,KIR3DP1
15461,ENSG00000273911,KIR3DL2
15462,ENSG00000227110,LMCD1-AS1
15463,ENSG00000146386,ABRACL
15464,ENSG00000184937,WT1
15465,ENSG00000091622,PITPNM3
15466,ENSG00000095970,TREM2
15467,ENSG00000269935,
15468,ENSG00000104731,KLHDC4
15469,ENSG00000259173,
15470,ENSG00000267139,
15471,ENSG00000258925,NPM1P5
15472,ENSG00000267214,
15473,ENSG00000259407,
15474,ENSG00000269425,
15475,ENSG00000144635,DYNC1LI1
15476,ENSG00000287321,
15477,ENSG00000140450,ARRDC4
15478,ENSG00000175691,ZNF77
15479,ENSG00000234569,RAD1P1
15480,ENSG00000236058,RPL17P36
15481,ENSG00000285615,
15482,ENSG00000148841,ITPRIP
15483,ENSG00000196591,HDAC2
15484,ENSG00000197114,ZGPAT
15485,ENSG00000120051,CFAP58
15486,ENSG00000088256,GNA11
15487,ENSG00000258739,ENO1P2
15488,ENSG00000261905,
15489,ENSG00000259416,LINC02883
15490,ENSG00000250359,PTP4A1P4
15491,ENSG00000261893,CLK2
15492,ENSG00000248132,LINC02101
15493,ENSG00000259057,THRAP3P2
15494,ENSG00000285663,
15495,ENSG00000258631,
15496,ENSG00000270017,
15497,ENSG00000291997,
15498,ENSG00000291998,F13B
15499,ENSG00000285809,
15500,ENSG00000270919,
15501,ENSG00000119655,NPC2
15502,ENSG00000248967,
15503,ENSG00000262785,PKLR
15504,ENSG00000169612,RAMAC
15505,ENSG00000251577,TACR3-AS1
15506,ENSG00000257331,RACGAP1P1
15507,ENSG00000248199,
15508,ENSG00000257645,
15509,ENSG00000263037,MTX1P1
15510,ENSG00000235635,
15511,ENSG00000287386,
15512,ENSG00000291999,KCNT2
15513,ENSG00000258369,ADI1P3
15514,ENSG00000262734,
15515,ENSG00000250095,NREP-AS1
15516,ENSG00000216740,ANXA2P3
15517,ENSG00000263290,SCAMP3
15518,ENSG00000257228,
15519,ENSG00000231398,
15520,ENSG00000287231,
15521,ENSG00000229981,LINC01435
15522,ENSG00000164309,CMYA5
15523,ENSG00000257906,LINC02156
15524,ENSG00000174607,UGT8
15525,ENSG00000263231,
15526,ENSG00000273771,
15527,ENSG00000215288,
15528,ENSG00000259744,
15529,ENSG00000262446,GBA1
15530,ENSG00000115934,LINC02566
15531,ENSG00000259702,
15532,ENSG00000253845,
15533,ENSG00000257947,
15534,ENSG00000256440,
15535,ENSG00000259250,
15536,ENSG00000258794,DUX4L27
15537,ENSG00000259208,
15538,ENSG00000286196,
15539,ENSG00000292000,
15540,ENSG00000155097,ATP6V1C1
15541,ENSG00000249487,LINC01586
15542,ENSG00000292001,MIR4735
15543,ENSG00000136807,CDK9
15544,ENSG00000292002,CFHR5
15545,ENSG00000270307,MTATP6P2
15546,ENSG00000250013,ZP3P1
15547,ENSG00000272639,
15548,ENSG00000248873,SERBP1P6
15549,ENSG00000213493,ACTN4P1
15550,ENSG00000250099,TRPC6P6
15551,ENSG00000183655,KLHL25
15552,ENSG00000250772,LINC01365
15553,ENSG00000263324,HCN3
15554,ENSG00000292003,CFHR2
15555,ENSG00000067113,PLPP1
15556,ENSG00000221900,POM121L12
15557,ENSG00000262666,ENTREP3
15558,ENSG00000286404,
15559,ENSG00000230271,
15560,ENSG00000235742,
15561,ENSG00000259666,LINGO1-AS1
15562,ENSG00000231138,
15563,ENSG00000225286,
15564,ENSG00000232935,
15565,ENSG00000223893,GNL2P1
15566,ENSG00000276468,KIR2DP1
15567,ENSG00000182199,SHMT2
15568,ENSG00000224519,HMGN1P19
15569,ENSG00000229775,LINC02624
15570,ENSG00000243981,
15571,ENSG00000277709,KIR3DL2
15572,ENSG00000259579,
15573,ENSG00000133243,BTBD2
15574,ENSG00000138780,GSTCD
15575,ENSG00000276875,KIR3DL3
15576,ENSG00000259763,LINC02157
15577,ENSG00000275921,
15578,ENSG00000238215,
15579,ENSG00000286289,
15580,ENSG00000230018,PPIAP39
15581,ENSG00000276145,TARM1
15582,ENSG00000176463,SLCO3A1
15583,ENSG00000196932,TMEM26
15584,ENSG00000277025,MBOAT7
15585,ENSG00000276082,CNOT3
15586,ENSG00000273944,RDH13
15587,ENSG00000256806,C17orf100
15588,ENSG00000274672,TSEN34
15589,ENSG00000263316,
15590,ENSG00000276065,GP6
15591,ENSG00000235629,LINC02922
15592,ENSG00000215004,MESTP4
15593,ENSG00000277629,
15594,ENSG00000263165,
15595,ENSG00000228242,XPC-AS1
15596,ENSG00000276855,
15597,ENSG00000244283,RPL23AP73
15598,ENSG00000274873,TMC4
15599,ENSG00000275935,LENG1
15600,ENSG00000283863,MIR3960
15601,ENSG00000276363,VSTM1
15602,ENSG00000284547,MIR2861
15603,ENSG00000248803,
15604,ENSG00000248539,LINC02117
15605,ENSG00000141040,ZNF287
15606,ENSG00000126522,ASL
15607,ENSG00000275323,RPS9
15608,ENSG00000100603,SNW1
15609,ENSG00000276982,OSCAR
15610,ENSG00000108100,CCNY
15611,ENSG00000130021,PUDP
15612,ENSG00000287720,
15613,ENSG00000145782,ATG12
15614,ENSG00000276804,NLRP7
15615,ENSG00000227498,
15616,ENSG00000275086,TFPT
15617,ENSG00000136877,FPGS
15618,ENSG00000238075,RPSAP32
15619,ENSG00000274894,PRPF31
15620,ENSG00000230067,HSPD1P6
15621,ENSG00000273154,
15622,ENSG00000273642,NDUFA3
15623,ENSG00000275843,NLRP2
15624,ENSG00000274501,
15625,ENSG00000273047,
15626,ENSG00000231552,IGBP1P3
15627,ENSG00000125520,SLC2A4RG
15628,ENSG00000105549,THEG
15629,ENSG00000131379,C3orf20
15630,ENSG00000278022,
15631,ENSG00000181026,AEN
15632,ENSG00000130054,NALF2
15633,ENSG00000284837,
15634,ENSG00000235961,PNMA6A
15635,ENSG00000286430,
15636,ENSG00000263219,RYKP1
15637,ENSG00000104490,NCALD
15638,ENSG00000249867,LINC02742
15639,ENSG00000188153,COL4A5
15640,ENSG00000255111,ANKRD33BP5
15641,ENSG00000233301,OR4C14P
15642,ENSG00000255043,NAV2-AS5
15643,ENSG00000260608,
15644,ENSG00000182625,
15645,ENSG00000255227,
15646,ENSG00000259602,
15647,ENSG00000250825,PGAM1P12
15648,ENSG00000255563,
15649,ENSG00000284338,LINC02785
15650,ENSG00000259478,
15651,ENSG00000259724,LINC01581
15652,ENSG00000251308,MRPS33P3
15653,ENSG00000284468,SLC25A24
15654,ENSG00000261665,TUBAP4
15655,ENSG00000124875,CXCL6
15656,ENSG00000223786,
15657,ENSG00000259495,ARNT2-DT
15658,ENSG00000133818,RRAS2
15659,ENSG00000280906,
15660,ENSG00000237567,LINC02836
15661,ENSG00000280891,
15662,ENSG00000286691,
15663,ENSG00000276725,CEP170
15664,ENSG00000284319,
15665,ENSG00000283911,
15666,ENSG00000284432,
15667,ENSG00000284110,ST13P21
15668,ENSG00000251125,
15669,ENSG00000229299,ZBTB46-AS2
15670,ENSG00000284199,
15671,ENSG00000074370,ATP2A3
15672,ENSG00000253825,
15673,ENSG00000231208,ZBTB46-AS1
15674,ENSG00000216425,PIMREGP2
15675,ENSG00000226217,RPL19P1
15676,ENSG00000174599,TRAM1L1
15677,ENSG00000088882,CPXM1
15678,ENSG00000250961,RMEL3
15679,ENSG00000275199,AKT3
15680,ENSG00000286637,
15681,ENSG00000230671,NDUFS5P5
15682,ENSG00000251477,
15683,ENSG00000250522,
15684,ENSG00000261653,
15685,ENSG00000251014,TMEM183AP6
15686,ENSG00000249171,
15687,ENSG00000280534,LINC01347
15688,ENSG00000270124,
15689,ENSG00000185787,MORF4L1
15690,ENSG00000244470,RPL6P14
15691,ENSG00000249904,
15692,ENSG00000261058,
15693,ENSG00000276111,SDCCAG8
15694,ENSG00000248440,
15695,ENSG00000274478,
15696,ENSG00000249985,
15697,ENSG00000249318,
15698,ENSG00000250156,LINC02060
15699,ENSG00000168589,DYNLRB2
15700,ENSG00000249283,ACTR3BP4
15701,ENSG00000251339,
15702,ENSG00000280994,LINC01347
15703,ENSG00000249515,LINC02113
15704,ENSG00000007264,MATK
15705,ENSG00000249787,
15706,ENSG00000277580,RNU6-747P
15707,ENSG00000029363,BCLAF1
15708,ENSG00000251309,
15709,ENSG00000225094,SETP20
15710,ENSG00000241690,
15711,ENSG00000258713,C20orf141
15712,ENSG00000162685,LSP1P3
15713,ENSG00000274455,GUSBP7
15714,ENSG00000234208,
15715,ENSG00000198326,TMEM239
15716,ENSG00000196900,TEX43
15717,ENSG00000184117,NIPSNAP1
15718,ENSG00000132635,PCED1A
15719,ENSG00000179454,KLHL28
15720,ENSG00000259867,DYNLRB2-AS1
15721,ENSG00000138777,PPA2
15722,ENSG00000249068,
15723,ENSG00000274889,TARM1
15724,ENSG00000249963,EEF1A1P20
15725,ENSG00000254138,
15726,ENSG00000276159,VSTM1
15727,ENSG00000285042,
15728,ENSG00000251237,B3GNTL1P1
15729,ENSG00000241809,RPL17P21
15730,ENSG00000275399,NLRP2
15731,ENSG00000248781,PSMC1P4
15732,ENSG00000239870,RPL21P55
15733,ENSG00000269826,
15734,ENSG00000249418,
15735,ENSG00000248350,
15736,ENSG00000235534,FECHP1
15737,ENSG00000274566,GP6
15738,ENSG00000286221,
15739,ENSG00000249619,HMGN1P13
15740,ENSG00000166428,PLD4
15741,ENSG00000273860,
15742,ENSG00000277824,
15743,ENSG00000271643,PDCD6IP-DT
15744,ENSG00000278081,RPS9
15745,ENSG00000159618,ADGRG5
15746,ENSG00000275474,RDH13
15747,ENSG00000277776,NLRP7
15748,ENSG00000206559,ZCWPW2
15749,ENSG00000237242,BTF3P15
15750,ENSG00000151893,CACUL1
15751,ENSG00000277733,MBOAT7
15752,ENSG00000253564,
15753,ENSG00000253885,ARF1P3
15754,ENSG00000275165,TSEN34
15755,ENSG00000164199,ADGRV1
15756,ENSG00000284996,RPL31P12
15757,ENSG00000253942,
15758,ENSG00000276296,TFPT
15759,ENSG00000233010,RPEP4
15760,ENSG00000275979,CNOT3
15761,ENSG00000232396,CABP7-DT
15762,ENSG00000104537,ANXA13
15763,ENSG00000255268,
15764,ENSG00000100314,CABP7
15765,ENSG00000255193,LINC02726
15766,ENSG00000276421,PRPF31
15767,ENSG00000254547,ANKRD33BP6
15768,ENSG00000274703,OSCAR
15769,ENSG00000254465,THAP12P4
15770,ENSG00000254472,OR4A49P
15771,ENSG00000100319,ZMAT5
15772,ENSG00000277457,LENG1
15773,ENSG00000272882,OR2BH1P
15774,ENSG00000287538,
15775,ENSG00000278296,
15776,ENSG00000277996,TMC4
15777,ENSG00000244267,RPL34P22
15778,ENSG00000279675,
15779,ENSG00000278365,NDUFA3
15780,ENSG00000274533,KIR2DS4
15781,ENSG00000276739,KIR3DL2
15782,ENSG00000262655,SPON1
15783,ENSG00000280579,
15784,ENSG00000200976,Y_RNA
15785,ENSG00000287967,
15786,ENSG00000181274,FRAT2
15787,ENSG00000280708,
15788,ENSG00000184076,UQCR10
15789,ENSG00000281416,
15790,ENSG00000275974,PPIAL4F
15791,ENSG00000280460,
15792,ENSG00000274574,
15793,ENSG00000273990,RNVU1-26
15794,ENSG00000273757,RNVU1-2A
15795,ENSG00000236762,RPL19P16
15796,ENSG00000282863,
15797,ENSG00000258899,OR4U1P
15798,ENSG00000176246,OR4L1
15799,ENSG00000252999,RNA5SP380
15800,ENSG00000258641,OR4T1P
15801,ENSG00000239282,CASTOR1
15802,ENSG00000224318,CHL1-AS2
15803,ENSG00000259074,PSMB7P1
15804,ENSG00000259095,GTF2IP22
15805,ENSG00000215305,VPS16
15806,ENSG00000258468,OR11G1P
15807,ENSG00000107560,RAB11FIP2
15808,ENSG00000284742,OR11P1P
15809,ENSG00000176219,OR11H6
15810,ENSG00000214073,RPL21P17
15811,ENSG00000258806,OR11H7
15812,ENSG00000136319,TTC5
15813,ENSG00000227588,CNTN4-AS2
15814,ENSG00000287623,
15815,ENSG00000255110,
15816,ENSG00000227795,MTND4LP9
15817,ENSG00000255490,EIF4A2P5
15818,ENSG00000230830,ARPP21-AS1
